Id problem,Weights,Prices,Capacity,Best picks,Best price,Average Weights,Average Prices,Cost function,Constraint
95,"[27, 46, 19, 35, 25]","[12, 7, 17, 16, 18]",71,"[1, 0, 1, 0, 1]",47,30.4,14.0,Maximize: 12*x0 + 7*x1 + 17*x2 + 16*x3 + 18*x4,Constraint: 27*x0 + 46*x1 + 19*x2 + 35*x3 + 25*x4 <= 71
96,"[9, 17, 27, 47, 44]","[1, 13, 17, 17, 11]",63,"[1, 1, 1, 0, 0]",31,28.8,11.8,Maximize: 1*x0 + 13*x1 + 17*x2 + 17*x3 + 11*x4,Constraint: 9*x0 + 17*x1 + 27*x2 + 47*x3 + 44*x4 <= 63
97,"[20, 17, 23, 11, 42]","[4, 18, 6, 14, 3]",36,"[0, 1, 0, 1, 0]",32,22.6,9.0,Maximize: 4*x0 + 18*x1 + 6*x2 + 14*x3 + 3*x4,Constraint: 20*x0 + 17*x1 + 23*x2 + 11*x3 + 42*x4 <= 36
98,"[6, 8, 20, 22, 18]","[18, 15, 12, 18, 18]",96,"[1, 1, 1, 1, 1]",81,14.8,16.2,Maximize: 18*x0 + 15*x1 + 12*x2 + 18*x3 + 18*x4,Constraint: 6*x0 + 8*x1 + 20*x2 + 22*x3 + 18*x4 <= 96
99,"[41, 5, 4, 24, 15]","[7, 19, 7, 4, 8]",15,"[0, 1, 1, 0, 0]",26,17.8,9.0,Maximize: 7*x0 + 19*x1 + 7*x2 + 4*x3 + 8*x4,Constraint: 41*x0 + 5*x1 + 4*x2 + 24*x3 + 15*x4 <= 15
100,"[23, 14, 32, 47, 8]","[5, 6, 5, 16, 13]",50,"[1, 1, 0, 0, 1]",24,24.8,9.0,Maximize: 5*x0 + 6*x1 + 5*x2 + 16*x3 + 13*x4,Constraint: 23*x0 + 14*x1 + 32*x2 + 47*x3 + 8*x4 <= 50
101,"[24, 21, 32, 40, 28]","[8, 13, 2, 4, 11]",29,"[0, 1, 0, 0, 0]",13,29.0,7.6,Maximize: 8*x0 + 13*x1 + 2*x2 + 4*x3 + 11*x4,Constraint: 24*x0 + 21*x1 + 32*x2 + 40*x3 + 28*x4 <= 29
102,"[25, 4, 28, 42, 41]","[6, 12, 5, 9, 14]",81,"[1, 1, 0, 0, 1]",32,28.0,9.2,Maximize: 6*x0 + 12*x1 + 5*x2 + 9*x3 + 14*x4,Constraint: 25*x0 + 4*x1 + 28*x2 + 42*x3 + 41*x4 <= 81
103,"[12, 2, 3, 6, 44]","[13, 14, 9, 5, 6]",35,"[1, 1, 1, 1, 0]",41,13.4,9.4,Maximize: 13*x0 + 14*x1 + 9*x2 + 5*x3 + 6*x4,Constraint: 12*x0 + 2*x1 + 3*x2 + 6*x3 + 44*x4 <= 35
104,"[15, 27, 17, 11, 21]","[14, 18, 3, 1, 15]",81,"[1, 1, 1, 0, 1]",50,18.2,10.2,Maximize: 14*x0 + 18*x1 + 3*x2 + 1*x3 + 15*x4,Constraint: 15*x0 + 27*x1 + 17*x2 + 11*x3 + 21*x4 <= 81
105,"[20, 12, 27, 38, 35]","[4, 16, 13, 12, 10]",84,"[0, 1, 1, 1, 0]",41,26.4,11.0,Maximize: 4*x0 + 16*x1 + 13*x2 + 12*x3 + 10*x4,Constraint: 20*x0 + 12*x1 + 27*x2 + 38*x3 + 35*x4 <= 84
106,"[19, 36, 46, 38, 21]","[17, 9, 16, 9, 15]",46,"[1, 0, 0, 0, 1]",32,32.0,13.2,Maximize: 17*x0 + 9*x1 + 16*x2 + 9*x3 + 15*x4,Constraint: 19*x0 + 36*x1 + 46*x2 + 38*x3 + 21*x4 <= 46
107,"[15, 34, 17, 29, 47]","[7, 19, 8, 6, 2]",19,"[0, 0, 1, 0, 0]",8,28.4,8.4,Maximize: 7*x0 + 19*x1 + 8*x2 + 6*x3 + 2*x4,Constraint: 15*x0 + 34*x1 + 17*x2 + 29*x3 + 47*x4 <= 19
108,"[16, 49, 37, 21, 38]","[14, 9, 5, 3, 19]",60,"[1, 0, 0, 0, 1]",33,32.2,10.0,Maximize: 14*x0 + 9*x1 + 5*x2 + 3*x3 + 19*x4,Constraint: 16*x0 + 49*x1 + 37*x2 + 21*x3 + 38*x4 <= 60
109,"[34, 16, 33, 35, 19]","[9, 9, 2, 12, 13]",17,"[0, 1, 0, 0, 0]",9,27.4,9.0,Maximize: 9*x0 + 9*x1 + 2*x2 + 12*x3 + 13*x4,Constraint: 34*x0 + 16*x1 + 33*x2 + 35*x3 + 19*x4 <= 17
110,"[25, 28, 1, 39, 9]","[2, 7, 2, 1, 1]",31,"[0, 1, 1, 0, 0]",9,20.4,2.6,Maximize: 2*x0 + 7*x1 + 2*x2 + 1*x3 + 1*x4,Constraint: 25*x0 + 28*x1 + 1*x2 + 39*x3 + 9*x4 <= 31
111,"[1, 14, 17, 21, 33]","[2, 15, 17, 4, 14]",47,"[1, 1, 1, 0, 0]",34,17.2,10.4,Maximize: 2*x0 + 15*x1 + 17*x2 + 4*x3 + 14*x4,Constraint: 1*x0 + 14*x1 + 17*x2 + 21*x3 + 33*x4 <= 47
112,"[30, 24, 19, 31, 29]","[3, 7, 14, 16, 18]",78,"[0, 1, 1, 0, 1]",39,26.6,11.6,Maximize: 3*x0 + 7*x1 + 14*x2 + 16*x3 + 18*x4,Constraint: 30*x0 + 24*x1 + 19*x2 + 31*x3 + 29*x4 <= 78
113,"[1, 34, 16, 49, 27]","[10, 18, 6, 12, 18]",92,"[1, 1, 1, 0, 1]",52,25.4,12.8,Maximize: 10*x0 + 18*x1 + 6*x2 + 12*x3 + 18*x4,Constraint: 1*x0 + 34*x1 + 16*x2 + 49*x3 + 27*x4 <= 92
114,"[46, 28, 30, 43, 4]","[16, 19, 16, 16, 15]",69,"[0, 1, 1, 0, 1]",50,30.2,16.4,Maximize: 16*x0 + 19*x1 + 16*x2 + 16*x3 + 15*x4,Constraint: 46*x0 + 28*x1 + 30*x2 + 43*x3 + 4*x4 <= 69
115,"[16, 34, 29, 6, 48]","[18, 18, 4, 6, 17]",20,"[1, 0, 0, 0, 0]",18,26.6,12.6,Maximize: 18*x0 + 18*x1 + 4*x2 + 6*x3 + 17*x4,Constraint: 16*x0 + 34*x1 + 29*x2 + 6*x3 + 48*x4 <= 20
116,"[4, 2, 20, 18, 40]","[4, 18, 7, 1, 15]",64,"[0, 1, 1, 0, 1]",40,16.8,9.0,Maximize: 4*x0 + 18*x1 + 7*x2 + 1*x3 + 15*x4,Constraint: 4*x0 + 2*x1 + 20*x2 + 18*x3 + 40*x4 <= 64
117,"[39, 46, 34, 16, 7]","[10, 14, 19, 9, 5]",67,"[0, 0, 1, 1, 1]",33,28.4,11.4,Maximize: 10*x0 + 14*x1 + 19*x2 + 9*x3 + 5*x4,Constraint: 39*x0 + 46*x1 + 34*x2 + 16*x3 + 7*x4 <= 67
118,"[40, 26, 13, 35, 47]","[13, 17, 18, 16, 1]",84,"[0, 1, 1, 1, 0]",51,32.2,13.0,Maximize: 13*x0 + 17*x1 + 18*x2 + 16*x3 + 1*x4,Constraint: 40*x0 + 26*x1 + 13*x2 + 35*x3 + 47*x4 <= 84
119,"[30, 36, 19, 29, 13]","[15, 4, 5, 4, 19]",80,"[1, 0, 1, 0, 1]",39,25.4,9.4,Maximize: 15*x0 + 4*x1 + 5*x2 + 4*x3 + 19*x4,Constraint: 30*x0 + 36*x1 + 19*x2 + 29*x3 + 13*x4 <= 80
120,"[10, 21, 42, 25, 17]","[9, 6, 3, 4, 17]",55,"[1, 1, 0, 0, 1]",32,23.0,7.8,Maximize: 9*x0 + 6*x1 + 3*x2 + 4*x3 + 17*x4,Constraint: 10*x0 + 21*x1 + 42*x2 + 25*x3 + 17*x4 <= 55
121,"[18, 33, 25, 36, 10]","[19, 18, 4, 16, 2]",15,"[0, 0, 0, 0, 1]",2,24.4,11.8,Maximize: 19*x0 + 18*x1 + 4*x2 + 16*x3 + 2*x4,Constraint: 18*x0 + 33*x1 + 25*x2 + 36*x3 + 10*x4 <= 15
122,"[11, 39, 48, 2, 24]","[16, 1, 9, 18, 17]",47,"[1, 0, 0, 1, 1]",51,24.8,12.2,Maximize: 16*x0 + 1*x1 + 9*x2 + 18*x3 + 17*x4,Constraint: 11*x0 + 39*x1 + 48*x2 + 2*x3 + 24*x4 <= 47
123,"[35, 26, 44, 5, 13]","[18, 1, 7, 2, 17]",70,"[1, 0, 0, 1, 1]",37,24.6,9.0,Maximize: 18*x0 + 1*x1 + 7*x2 + 2*x3 + 17*x4,Constraint: 35*x0 + 26*x1 + 44*x2 + 5*x3 + 13*x4 <= 70
124,"[47, 22, 36, 15, 21]","[15, 4, 6, 2, 5]",36,"[0, 0, 0, 1, 1]",7,28.2,6.4,Maximize: 15*x0 + 4*x1 + 6*x2 + 2*x3 + 5*x4,Constraint: 47*x0 + 22*x1 + 36*x2 + 15*x3 + 21*x4 <= 36
125,"[35, 41, 42, 25, 42]","[5, 1, 3, 13, 10]",44,"[0, 0, 0, 1, 0]",13,37.0,6.4,Maximize: 5*x0 + 1*x1 + 3*x2 + 13*x3 + 10*x4,Constraint: 35*x0 + 41*x1 + 42*x2 + 25*x3 + 42*x4 <= 44
126,"[22, 19, 45, 27, 49]","[12, 8, 5, 8, 13]",76,"[1, 1, 0, 1, 0]",28,32.4,9.2,Maximize: 12*x0 + 8*x1 + 5*x2 + 8*x3 + 13*x4,Constraint: 22*x0 + 19*x1 + 45*x2 + 27*x3 + 49*x4 <= 76
127,"[8, 22, 3, 3, 20]","[2, 18, 7, 13, 14]",34,"[0, 1, 1, 1, 0]",38,11.2,10.8,Maximize: 2*x0 + 18*x1 + 7*x2 + 13*x3 + 14*x4,Constraint: 8*x0 + 22*x1 + 3*x2 + 3*x3 + 20*x4 <= 34
128,"[20, 10, 36, 36, 44]","[9, 18, 13, 11, 12]",28,"[0, 1, 0, 0, 0]",18,29.2,12.6,Maximize: 9*x0 + 18*x1 + 13*x2 + 11*x3 + 12*x4,Constraint: 20*x0 + 10*x1 + 36*x2 + 36*x3 + 44*x4 <= 28
129,"[42, 13, 16, 2, 34]","[3, 4, 5, 11, 2]",34,"[0, 1, 1, 1, 0]",20,21.4,5.0,Maximize: 3*x0 + 4*x1 + 5*x2 + 11*x3 + 2*x4,Constraint: 42*x0 + 13*x1 + 16*x2 + 2*x3 + 34*x4 <= 34
130,"[10, 49, 26, 45, 10]","[19, 8, 10, 1, 9]",83,"[1, 0, 1, 0, 1]",38,28.0,9.4,Maximize: 19*x0 + 8*x1 + 10*x2 + 1*x3 + 9*x4,Constraint: 10*x0 + 49*x1 + 26*x2 + 45*x3 + 10*x4 <= 83
131,"[27, 21, 25, 13, 39]","[10, 16, 15, 17, 4]",34,"[0, 1, 0, 1, 0]",33,25.0,12.4,Maximize: 10*x0 + 16*x1 + 15*x2 + 17*x3 + 4*x4,Constraint: 27*x0 + 21*x1 + 25*x2 + 13*x3 + 39*x4 <= 34
132,"[16, 42, 38, 38, 5]","[14, 9, 10, 18, 17]",40,"[1, 0, 0, 0, 1]",31,27.8,13.6,Maximize: 14*x0 + 9*x1 + 10*x2 + 18*x3 + 17*x4,Constraint: 16*x0 + 42*x1 + 38*x2 + 38*x3 + 5*x4 <= 40
133,"[15, 4, 36, 6, 41]","[5, 1, 3, 10, 7]",42,"[1, 1, 0, 1, 0]",16,20.4,5.2,Maximize: 5*x0 + 1*x1 + 3*x2 + 10*x3 + 7*x4,Constraint: 15*x0 + 4*x1 + 36*x2 + 6*x3 + 41*x4 <= 42
134,"[1, 41, 47, 7, 26]","[1, 6, 15, 6, 16]",86,"[1, 0, 1, 1, 1]",38,24.4,8.8,Maximize: 1*x0 + 6*x1 + 15*x2 + 6*x3 + 16*x4,Constraint: 1*x0 + 41*x1 + 47*x2 + 7*x3 + 26*x4 <= 86
135,"[45, 41, 17, 14, 44]","[14, 12, 17, 18, 9]",60,"[0, 0, 1, 1, 0]",35,32.2,14.0,Maximize: 14*x0 + 12*x1 + 17*x2 + 18*x3 + 9*x4,Constraint: 45*x0 + 41*x1 + 17*x2 + 14*x3 + 44*x4 <= 60
136,"[15, 43, 36, 35, 23]","[9, 10, 16, 15, 7]",44,"[1, 0, 0, 0, 1]",16,30.4,11.4,Maximize: 9*x0 + 10*x1 + 16*x2 + 15*x3 + 7*x4,Constraint: 15*x0 + 43*x1 + 36*x2 + 35*x3 + 23*x4 <= 44
137,"[7, 44, 15, 8, 21]","[7, 1, 3, 15, 6]",87,"[1, 0, 1, 1, 1]",31,19.0,6.4,Maximize: 7*x0 + 1*x1 + 3*x2 + 15*x3 + 6*x4,Constraint: 7*x0 + 44*x1 + 15*x2 + 8*x3 + 21*x4 <= 87
138,"[14, 1, 2, 4, 5]","[3, 2, 9, 15, 10]",72,"[1, 1, 1, 1, 1]",39,5.2,7.8,Maximize: 3*x0 + 2*x1 + 9*x2 + 15*x3 + 10*x4,Constraint: 14*x0 + 1*x1 + 2*x2 + 4*x3 + 5*x4 <= 72
139,"[26, 4, 47, 40, 35]","[17, 1, 8, 1, 18]",31,"[1, 1, 0, 0, 0]",18,30.4,9.0,Maximize: 17*x0 + 1*x1 + 8*x2 + 1*x3 + 18*x4,Constraint: 26*x0 + 4*x1 + 47*x2 + 40*x3 + 35*x4 <= 31
140,"[24, 48, 4, 27, 18]","[14, 17, 10, 3, 13]",54,"[1, 0, 1, 0, 1]",37,24.2,11.4,Maximize: 14*x0 + 17*x1 + 10*x2 + 3*x3 + 13*x4,Constraint: 24*x0 + 48*x1 + 4*x2 + 27*x3 + 18*x4 <= 54
141,"[3, 2, 22, 20, 1]","[13, 8, 14, 14, 4]",53,"[1, 1, 1, 1, 1]",53,9.6,10.6,Maximize: 13*x0 + 8*x1 + 14*x2 + 14*x3 + 4*x4,Constraint: 3*x0 + 2*x1 + 22*x2 + 20*x3 + 1*x4 <= 53
142,"[19, 41, 40, 23, 12]","[4, 2, 1, 5, 3]",70,"[1, 0, 0, 1, 1]",12,27.0,3.0,Maximize: 4*x0 + 2*x1 + 1*x2 + 5*x3 + 3*x4,Constraint: 19*x0 + 41*x1 + 40*x2 + 23*x3 + 12*x4 <= 70
143,"[24, 34, 13, 24, 49]","[16, 19, 12, 13, 9]",92,"[1, 1, 0, 1, 0]",48,28.8,13.8,Maximize: 16*x0 + 19*x1 + 12*x2 + 13*x3 + 9*x4,Constraint: 24*x0 + 34*x1 + 13*x2 + 24*x3 + 49*x4 <= 92
144,"[14, 2, 43, 31, 16]","[7, 11, 1, 2, 19]",93,"[1, 1, 0, 1, 1]",39,21.2,8.0,Maximize: 7*x0 + 11*x1 + 1*x2 + 2*x3 + 19*x4,Constraint: 14*x0 + 2*x1 + 43*x2 + 31*x3 + 16*x4 <= 93
145,"[10, 4, 3, 48, 18]","[12, 3, 10, 5, 11]",77,"[1, 1, 1, 0, 1]",36,16.6,8.2,Maximize: 12*x0 + 3*x1 + 10*x2 + 5*x3 + 11*x4,Constraint: 10*x0 + 4*x1 + 3*x2 + 48*x3 + 18*x4 <= 77
146,"[43, 8, 44, 19, 24]","[9, 18, 2, 18, 19]",36,"[0, 1, 0, 0, 1]",37,27.6,13.2,Maximize: 9*x0 + 18*x1 + 2*x2 + 18*x3 + 19*x4,Constraint: 43*x0 + 8*x1 + 44*x2 + 19*x3 + 24*x4 <= 36
147,"[14, 46, 1, 33, 37]","[1, 10, 14, 3, 6]",80,"[0, 1, 1, 1, 0]",27,26.2,6.8,Maximize: 1*x0 + 10*x1 + 14*x2 + 3*x3 + 6*x4,Constraint: 14*x0 + 46*x1 + 1*x2 + 33*x3 + 37*x4 <= 80
148,"[48, 14, 15, 11, 1]","[8, 13, 6, 16, 12]",52,"[0, 1, 1, 1, 1]",47,17.8,11.0,Maximize: 8*x0 + 13*x1 + 6*x2 + 16*x3 + 12*x4,Constraint: 48*x0 + 14*x1 + 15*x2 + 11*x3 + 1*x4 <= 52
149,"[11, 38, 30, 46, 24]","[4, 6, 12, 11, 2]",22,"[1, 0, 0, 0, 0]",4,29.8,7.0,Maximize: 4*x0 + 6*x1 + 12*x2 + 11*x3 + 2*x4,Constraint: 11*x0 + 38*x1 + 30*x2 + 46*x3 + 24*x4 <= 22
150,"[29, 4, 28, 25, 1]","[13, 13, 3, 18, 12]",58,"[0, 1, 1, 1, 1]",46,17.4,11.8,Maximize: 13*x0 + 13*x1 + 3*x2 + 18*x3 + 12*x4,Constraint: 29*x0 + 4*x1 + 28*x2 + 25*x3 + 1*x4 <= 58
151,"[9, 7, 29, 5, 22]","[6, 8, 9, 7, 13]",59,"[1, 1, 0, 1, 1]",34,14.4,8.6,Maximize: 6*x0 + 8*x1 + 9*x2 + 7*x3 + 13*x4,Constraint: 9*x0 + 7*x1 + 29*x2 + 5*x3 + 22*x4 <= 59
152,"[48, 28, 42, 13, 37]","[19, 9, 3, 3, 8]",75,"[1, 0, 0, 1, 0]",22,33.6,8.4,Maximize: 19*x0 + 9*x1 + 3*x2 + 3*x3 + 8*x4,Constraint: 48*x0 + 28*x1 + 42*x2 + 13*x3 + 37*x4 <= 75
153,"[13, 30, 7, 28, 45]","[9, 11, 6, 8, 7]",82,"[1, 1, 1, 1, 0]",34,24.6,8.2,Maximize: 9*x0 + 11*x1 + 6*x2 + 8*x3 + 7*x4,Constraint: 13*x0 + 30*x1 + 7*x2 + 28*x3 + 45*x4 <= 82
154,"[15, 37, 41, 29, 24]","[8, 15, 9, 3, 3]",44,"[0, 1, 0, 0, 0]",15,29.2,7.6,Maximize: 8*x0 + 15*x1 + 9*x2 + 3*x3 + 3*x4,Constraint: 15*x0 + 37*x1 + 41*x2 + 29*x3 + 24*x4 <= 44
155,"[8, 42, 33, 17, 4]","[8, 19, 14, 4, 2]",20,"[1, 0, 0, 0, 1]",10,20.8,9.4,Maximize: 8*x0 + 19*x1 + 14*x2 + 4*x3 + 2*x4,Constraint: 8*x0 + 42*x1 + 33*x2 + 17*x3 + 4*x4 <= 20
156,"[43, 6, 8, 8, 23]","[8, 18, 7, 1, 14]",68,"[0, 1, 1, 1, 1]",40,17.6,9.6,Maximize: 8*x0 + 18*x1 + 7*x2 + 1*x3 + 14*x4,Constraint: 43*x0 + 6*x1 + 8*x2 + 8*x3 + 23*x4 <= 68
157,"[34, 39, 41, 45, 7]","[19, 14, 2, 14, 4]",23,"[0, 0, 0, 0, 1]",4,33.2,10.6,Maximize: 19*x0 + 14*x1 + 2*x2 + 14*x3 + 4*x4,Constraint: 34*x0 + 39*x1 + 41*x2 + 45*x3 + 7*x4 <= 23
158,"[33, 24, 11, 45, 23]","[8, 5, 1, 10, 16]",72,"[0, 0, 0, 1, 1]",26,27.2,8.0,Maximize: 8*x0 + 5*x1 + 1*x2 + 10*x3 + 16*x4,Constraint: 33*x0 + 24*x1 + 11*x2 + 45*x3 + 23*x4 <= 72
159,"[9, 18, 14, 31, 35]","[11, 1, 16, 1, 17]",76,"[1, 1, 1, 0, 1]",45,21.4,9.2,Maximize: 11*x0 + 1*x1 + 16*x2 + 1*x3 + 17*x4,Constraint: 9*x0 + 18*x1 + 14*x2 + 31*x3 + 35*x4 <= 76
160,"[43, 7, 33, 3, 11]","[8, 16, 13, 17, 3]",77,"[0, 1, 1, 1, 1]",49,19.4,11.4,Maximize: 8*x0 + 16*x1 + 13*x2 + 17*x3 + 3*x4,Constraint: 43*x0 + 7*x1 + 33*x2 + 3*x3 + 11*x4 <= 77
161,"[20, 38, 49, 19, 40]","[12, 2, 3, 8, 12]",74,"[1, 0, 0, 0, 1]",24,33.2,7.4,Maximize: 12*x0 + 2*x1 + 3*x2 + 8*x3 + 12*x4,Constraint: 20*x0 + 38*x1 + 49*x2 + 19*x3 + 40*x4 <= 74
162,"[21, 5, 35, 3, 26]","[13, 8, 7, 15, 14]",52,"[1, 0, 0, 1, 1]",42,18.0,11.4,Maximize: 13*x0 + 8*x1 + 7*x2 + 15*x3 + 14*x4,Constraint: 21*x0 + 5*x1 + 35*x2 + 3*x3 + 26*x4 <= 52
163,"[34, 19, 16, 6, 3]","[11, 3, 19, 11, 15]",66,"[1, 0, 1, 1, 1]",56,15.6,11.8,Maximize: 11*x0 + 3*x1 + 19*x2 + 11*x3 + 15*x4,Constraint: 34*x0 + 19*x1 + 16*x2 + 6*x3 + 3*x4 <= 66
164,"[14, 48, 32, 1, 34]","[11, 9, 1, 18, 9]",33,"[1, 0, 0, 1, 0]",29,25.8,9.6,Maximize: 11*x0 + 9*x1 + 1*x2 + 18*x3 + 9*x4,Constraint: 14*x0 + 48*x1 + 32*x2 + 1*x3 + 34*x4 <= 33
165,"[5, 18, 12, 38, 41]","[9, 16, 18, 19, 8]",58,"[1, 0, 1, 1, 0]",46,22.8,14.0,Maximize: 9*x0 + 16*x1 + 18*x2 + 19*x3 + 8*x4,Constraint: 5*x0 + 18*x1 + 12*x2 + 38*x3 + 41*x4 <= 58
166,"[9, 35, 39, 21, 10]","[1, 19, 14, 14, 10]",63,"[0, 1, 0, 1, 0]",33,22.8,11.6,Maximize: 1*x0 + 19*x1 + 14*x2 + 14*x3 + 10*x4,Constraint: 9*x0 + 35*x1 + 39*x2 + 21*x3 + 10*x4 <= 63
167,"[6, 24, 22, 21, 5]","[19, 15, 11, 6, 4]",68,"[1, 1, 1, 0, 1]",49,15.6,11.0,Maximize: 19*x0 + 15*x1 + 11*x2 + 6*x3 + 4*x4,Constraint: 6*x0 + 24*x1 + 22*x2 + 21*x3 + 5*x4 <= 68
168,"[6, 41, 16, 3, 20]","[8, 16, 4, 9, 8]",42,"[1, 0, 0, 1, 1]",25,17.2,9.0,Maximize: 8*x0 + 16*x1 + 4*x2 + 9*x3 + 8*x4,Constraint: 6*x0 + 41*x1 + 16*x2 + 3*x3 + 20*x4 <= 42
169,"[12, 30, 23, 16, 12]","[4, 14, 9, 14, 13]",63,"[0, 1, 0, 1, 1]",41,18.6,10.8,Maximize: 4*x0 + 14*x1 + 9*x2 + 14*x3 + 13*x4,Constraint: 12*x0 + 30*x1 + 23*x2 + 16*x3 + 12*x4 <= 63
170,"[43, 6, 45, 30, 8]","[12, 1, 12, 4, 7]",84,"[1, 0, 0, 1, 1]",23,26.4,7.2,Maximize: 12*x0 + 1*x1 + 12*x2 + 4*x3 + 7*x4,Constraint: 43*x0 + 6*x1 + 45*x2 + 30*x3 + 8*x4 <= 84
171,"[35, 23, 7, 35, 23]","[11, 12, 7, 19, 6]",89,"[0, 1, 1, 1, 1]",44,24.6,11.0,Maximize: 11*x0 + 12*x1 + 7*x2 + 19*x3 + 6*x4,Constraint: 35*x0 + 23*x1 + 7*x2 + 35*x3 + 23*x4 <= 89
172,"[6, 6, 23, 27, 5]","[7, 8, 3, 1, 9]",19,"[1, 1, 0, 0, 1]",24,13.4,5.6,Maximize: 7*x0 + 8*x1 + 3*x2 + 1*x3 + 9*x4,Constraint: 6*x0 + 6*x1 + 23*x2 + 27*x3 + 5*x4 <= 19
173,"[15, 18, 34, 19, 31]","[6, 3, 1, 8, 2]",83,"[1, 1, 0, 1, 1]",19,23.4,4.0,Maximize: 6*x0 + 3*x1 + 1*x2 + 8*x3 + 2*x4,Constraint: 15*x0 + 18*x1 + 34*x2 + 19*x3 + 31*x4 <= 83
174,"[30, 17, 16, 45, 18]","[14, 9, 2, 4, 16]",89,"[1, 1, 1, 0, 1]",41,25.2,9.0,Maximize: 14*x0 + 9*x1 + 2*x2 + 4*x3 + 16*x4,Constraint: 30*x0 + 17*x1 + 16*x2 + 45*x3 + 18*x4 <= 89
175,"[2, 47, 31, 47, 49]","[12, 12, 8, 9, 15]",80,"[1, 1, 1, 0, 0]",32,35.2,11.2,Maximize: 12*x0 + 12*x1 + 8*x2 + 9*x3 + 15*x4,Constraint: 2*x0 + 47*x1 + 31*x2 + 47*x3 + 49*x4 <= 80
176,"[11, 31, 34, 26, 3]","[7, 13, 6, 4, 10]",94,"[1, 1, 1, 0, 1]",36,21.0,8.0,Maximize: 7*x0 + 13*x1 + 6*x2 + 4*x3 + 10*x4,Constraint: 11*x0 + 31*x1 + 34*x2 + 26*x3 + 3*x4 <= 94
177,"[48, 29, 33, 12, 1]","[5, 18, 17, 18, 8]",55,"[0, 1, 0, 1, 1]",44,24.6,13.2,Maximize: 5*x0 + 18*x1 + 17*x2 + 18*x3 + 8*x4,Constraint: 48*x0 + 29*x1 + 33*x2 + 12*x3 + 1*x4 <= 55
178,"[16, 44, 6, 48, 42]","[15, 9, 14, 5, 3]",50,"[1, 0, 1, 0, 0]",29,31.2,9.2,Maximize: 15*x0 + 9*x1 + 14*x2 + 5*x3 + 3*x4,Constraint: 16*x0 + 44*x1 + 6*x2 + 48*x3 + 42*x4 <= 50
179,"[39, 13, 47, 19, 39]","[12, 10, 8, 14, 17]",40,"[0, 1, 0, 1, 0]",24,31.4,12.2,Maximize: 12*x0 + 10*x1 + 8*x2 + 14*x3 + 17*x4,Constraint: 39*x0 + 13*x1 + 47*x2 + 19*x3 + 39*x4 <= 40
180,"[47, 31, 21, 27, 26]","[2, 6, 7, 1, 13]",96,"[0, 1, 1, 0, 1]",26,30.4,5.8,Maximize: 2*x0 + 6*x1 + 7*x2 + 1*x3 + 13*x4,Constraint: 47*x0 + 31*x1 + 21*x2 + 27*x3 + 26*x4 <= 96
181,"[49, 48, 34, 24, 4]","[11, 13, 18, 8, 15]",86,"[0, 1, 1, 0, 1]",46,31.8,13.0,Maximize: 11*x0 + 13*x1 + 18*x2 + 8*x3 + 15*x4,Constraint: 49*x0 + 48*x1 + 34*x2 + 24*x3 + 4*x4 <= 86
182,"[34, 23, 31, 27, 22]","[16, 4, 11, 18, 10]",60,"[0, 0, 1, 1, 0]",29,27.4,11.8,Maximize: 16*x0 + 4*x1 + 11*x2 + 18*x3 + 10*x4,Constraint: 34*x0 + 23*x1 + 31*x2 + 27*x3 + 22*x4 <= 60
183,"[26, 45, 39, 36, 41]","[3, 5, 1, 10, 7]",81,"[0, 0, 0, 1, 1]",17,37.4,5.2,Maximize: 3*x0 + 5*x1 + 1*x2 + 10*x3 + 7*x4,Constraint: 26*x0 + 45*x1 + 39*x2 + 36*x3 + 41*x4 <= 81
184,"[39, 29, 6, 38, 3]","[16, 4, 8, 16, 8]",97,"[1, 0, 1, 1, 1]",48,23.0,10.4,Maximize: 16*x0 + 4*x1 + 8*x2 + 16*x3 + 8*x4,Constraint: 39*x0 + 29*x1 + 6*x2 + 38*x3 + 3*x4 <= 97
185,"[44, 33, 39, 24, 32]","[10, 14, 18, 1, 3]",53,"[0, 0, 1, 0, 0]",18,34.4,9.2,Maximize: 10*x0 + 14*x1 + 18*x2 + 1*x3 + 3*x4,Constraint: 44*x0 + 33*x1 + 39*x2 + 24*x3 + 32*x4 <= 53
186,"[49, 30, 35, 22, 17]","[7, 16, 7, 19, 10]",21,"[0, 0, 0, 0, 1]",10,30.6,11.8,Maximize: 7*x0 + 16*x1 + 7*x2 + 19*x3 + 10*x4,Constraint: 49*x0 + 30*x1 + 35*x2 + 22*x3 + 17*x4 <= 21
187,"[6, 20, 7, 22, 35]","[18, 9, 18, 19, 6]",98,"[1, 1, 1, 1, 1]",70,18.0,14.0,Maximize: 18*x0 + 9*x1 + 18*x2 + 19*x3 + 6*x4,Constraint: 6*x0 + 20*x1 + 7*x2 + 22*x3 + 35*x4 <= 98
188,"[5, 44, 34, 45, 5]","[15, 9, 3, 16, 14]",32,"[1, 0, 0, 0, 1]",29,26.6,11.4,Maximize: 15*x0 + 9*x1 + 3*x2 + 16*x3 + 14*x4,Constraint: 5*x0 + 44*x1 + 34*x2 + 45*x3 + 5*x4 <= 32
